StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,DON'T DISCUSS,pid,pid.check,personality_1,personality_2,personality_3,personality_4,personality_5,personality_6,personality_7,personality_8,personality_9,personality_10,personality_11,personality_12,personality_13,personality_14,personality_15,personality_16,personality_17,personality_18,personality_19,personality_20,personality_21,personality_22,personality_23,personality_24,personality_25,personality_26,personality_27,personality_28,personality_29,personality_30,personality_31,personality_32,personality_33,personality_34,personality_35,personality_36,personality_37,personality_38,personality_39,personality_40,personality_41,personality_42,personality_43,personality_44,personality_45,personality_46,personality_47,personality_48,personality_49,personality_50,personality_51,personality_52,personality_53,personality_54,personality_55,personality_56,personality_57,personality_58,personality_59,personality_60,personality_61,personality_62,ffmq_1,ffmq_2,ffmq_3,ffmq_4,ffmq_5,ffmq_6,ffmq_7,ffmq_8,ffmq_9,ffmq_10,ffmq_11,ffmq_12,ffmq_13,ffmq_14,ffmq_15,ffmq_16,age,gender,gender_6_TEXT,sex_at_birth,sexual_orientation_2,sexual_orientation_2_4_TEXT,ethnoracial,mixed_ethnoracial,ses_ladder,country_born,country_raised,country_reside,age_move_US,VAL1,SC1,SC2,SC3,SC4,SC5,SC6,SC7,SC8,SC9,SC10,id
2022-10-25 20:46:49,2022-10-25 21:02:41,0,70.95.175.199,100,951,1,2022-10-25 21:02:42,R_veF8R13RXw2s67T,,,,,32.8595,-117.2124,anonymous,EN,1,4,a17210373,a17210373,1,3,2,5,5,3,1,3,0,2,3,2,3,2,1,1,2,2,2,3,3,1,2,2,3,3,3,5,5,1,3,1,0,2,1,3,3,2,3,2,5,2,2,3,1,2,3,1,1,3,5,3,3,2,2,3,1,3,1,1,1,5,4,3,2,2,1,1,4,3,2,2,3,2,3,2,3,1,11,2,,2,3,,3,,7,112,112,189,19,1,10,8,6,12,7,38,47,32,40,45,43992
2022-10-18 20:12:25,2022-10-19 09:13:33,0,75.80.38.251,26,46867,0,2022-10-26 09:13:36,R_216y8sLKtqBODqZ,,,,,,,anonymous,EN,1,4,A15767731,A15767731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,34390
2022-10-26 13:50:43,2022-10-26 14:19:46,0,137.110.52.188,100,1742,1,2022-10-26 14:19:46,R_9mNhQFRlo4wQhbP,,,,,32.7405,-117.0935,anonymous,EN,1,4,A17647654,A17647654,0,1,2,3,3,3,2,2,1,2,3,2,1,1,2,1,2,2,1,3,3,2,3,1,2,2,3,0,1,1,2,1,1,1,2,3,3,2,3,1,3,2,1,1,1,1,1,2,3,3,0,2,2,2,2,1,1,3,3,1,1,1,2,3,2,1,4,2,3,2,2,2,3,3,2,3,3,1,9,2,,2,1,,3,,5,189,112,189,,1,12,7,9,12,9,34,41,33,45,46,45834
2022-10-26 14:16:53,2022-10-26 14:32:24,0,99.146.38.53,100,930,1,2022-10-26 14:32:25,R_2107VZhouJK1W6n,,,,,32.7638,-117.07,anonymous,EN,1,4,A15803303,A15803303,1,1,0,3,3,2,3,2,3,2,2,1,3,1,0,3,2,1,3,3,1,1,2,1,5,1,3,0,1,1,2,0,2,0,2,5,3,2,3,0,3,0,1,3,2,3,2,3,3,5,0,3,1,2,3,0,1,5,2,1,3,5,4,2,2,1,5,4,4,2,1,3,4,2,3,2,2,1,9,2,,2,1,,3,,6,189,189,189,,1,11,12,10,14,6,40,48,37,41,36,32030
2022-10-26 18:36:35,2022-10-26 19:00:43,0,128.54.207.60,100,1448,1,2022-10-26 19:00:44,R_2BlzVmI32EfAaBI,,,,,32.8509,-117.2722,anonymous,EN,1,4,A16933506,A16933506,0,3,2,3,3,5,3,5,0,1,5,1,2,1,3,0,3,5,5,3,3,3,2,0,2,5,0,0,3,0,5,0,1,1,1,3,5,2,3,0,3,3,1,0,1,3,0,3,2,3,0,3,2,2,5,3,1,5,0,2,3,5,2,3,3,3,3,3,2,4,4,2,3,4,4,3,1,1,7,2,,2,3,,1,,6,189,189,189,,1,7,8,6,8,11,37,39,46,39,56,45836
2022-10-26 14:15:23,2022-10-26 19:43:53,0,128.54.188.97,100,19709,1,2022-10-26 19:43:54,R_2afwFXTs2pUWTZC,,,,,32.8509,-117.2722,anonymous,EN,1,4,A16741213,A16741213,0,2,5,3,3,3,1,3,0,3,5,1,5,3,3,0,2,1,2,2,5,3,3,3,5,5,3,0,0,0,3,0,1,3,3,5,3,1,3,3,5,0,1,5,1,3,3,5,0,5,0,3,1,2,5,1,0,3,2,5,1,5,4,2,3,4,4,4,5,2,3,5,5,1,3,3,3,1,7,1,,1,1,,1,,9,189,189,189,,1,10,13,12,8,4,51,46,37,40,47,44828
2022-10-26 23:43:29,2022-10-26 23:55:50,0,137.110.33.65,100,741,1,2022-10-26 23:55:51,R_31zMXwVZZwemnnb,,,,,32.8595,-117.2124,anonymous,EN,1,4,A16868818,A16868818,1,3,3,5,5,3,3,5,1,2,3,3,2,2,3,2,5,1,3,2,1,1,3,2,3,0,2,0,1,2,1,3,1,1,3,3,2,3,2,1,3,0,1,3,2,3,3,1,3,5,0,2,1,1,2,1,0,1,3,1,2,3,4,5,3,2,5,2,2,2,2,4,4,4,2,2,5,1,7,2,,2,1,,1,,7,189,189,189,,1,11,10,14,12,13,40,43,36,43,30,43979
2022-10-27 00:38:44,2022-10-27 00:55:17,0,75.80.50.198,100,992,1,2022-10-27 00:55:18,R_3KOBppuiDW4N4ze,,,,,32.8595,-117.2124,anonymous,EN,1,4,A17053534,A17053534,0,5,0,2,1,2,2,2,2,3,3,3,3,3,3,2,2,2,1,1,1,2,3,3,1,0,1,1,3,2,1,1,2,2,2,1,0,2,1,1,2,2,3,2,1,2,2,3,2,2,1,2,3,2,2,1,1,2,2,1,0,2,3,3,2,4,3,3,3,3,4,4,3,2,2,2,4,1,7,2,,2,1,,1,,5,189,37,189,,1,11,9,11,8,8,31,34,38,40,36,43773
2022-10-27 11:22:58,2022-10-27 11:43:08,0,128.54.229.5,100,1210,1,2022-10-27 11:43:09,R_3QRVSlzV0uvqLVA,,,,,34.381,-118.6164,anonymous,EN,1,4,A16945234,A16945234,3,1,5,5,5,1,2,5,1,5,3,3,5,3,0,1,3,0,3,3,3,3,0,3,3,1,3,0,3,2,3,3,5,0,1,3,3,1,5,3,5,3,1,3,0,0,1,5,0,5,0,5,1,5,5,0,0,3,1,5,3,5,4,4,2,4,3,4,4,4,4,5,4,3,2,4,3,1,8,1,,1,1,,3,,6,54,54,189,13,1,10,12,11,6,9,56,54,42,39,38,45897
2022-10-27 11:22:47,2022-10-27 11:45:58,0,128.54.219.68,100,1390,1,2022-10-27 11:45:59,R_325TXRS2zeTbiJD,,,,,33.5472,-117.6238,anonymous,EN,1,4,A16804614,A16804614,1,0,1,3,3,3,1,3,0,1,5,3,5,5,3,0,2,1,0,1,1,0,5,0,1,5,3,0,2,1,5,1,3,2,2,2,3,0,1,0,1,5,1,3,2,3,0,3,3,5,0,1,3,1,1,0,1,5,5,1,0,0,4,2,3,3,3,4,4,3,4,3,4,2,3,2,2,1,7,3,,2,3,,3,,6,112,112,189,15,1,9,12,8,9,6,34,27,27,48,52,43041
2022-10-27 13:04:41,2022-10-27 13:21:55,0,108.216.110.15,100,1033,1,2022-10-27 13:21:56,R_3rG2zTToVTNZtmJ,,,,,32.8425,-117.2484,anonymous,EN,1,4,A16957273,A16957273,0,5,5,5,3,1,5,5,0,2,5,2,3,0,2,0,5,0,1,3,5,3,0,0,2,5,3,0,3,1,5,5,5,5,5,3,3,3,5,0,5,5,0,5,0,1,3,5,0,5,0,3,2,3,3,1,2,5,1,1,0,5,2,1,4,2,1,3,5,4,1,3,2,1,4,5,1,1,6,2,,2,1,,1,,4,78,78,189,11,1,6,7,5,10,3,48,43,51,55,47,44826
2022-10-27 15:09:33,2022-10-27 15:29:53,0,194.156.136.60,100,1220,1,2022-10-27 15:29:55,R_psL1WW2r6WVFpkZ,,,,,39.1027,-94.5778,anonymous,EN,1,4,A16888449,A16888449,0,3,5,5,1,3,5,5,3,3,5,1,3,2,1,0,5,0,3,3,5,3,5,3,3,3,1,0,1,1,3,0,1,1,3,3,2,3,3,3,3,1,1,0,3,1,0,2,1,3,0,3,1,2,5,0,1,5,1,3,3,5,4,2,4,5,3,4,4,3,4,2,4,1,2,5,2,1,8,1,,1,1,,2,,8,189,189,189,,1,9,12,7,4,5,46,45,46,35,50,42127
2022-10-27 16:10:35,2022-10-27 16:28:01,0,128.54.36.228,100,1046,1,2022-10-27 16:28:02,R_277JXP9mi4M4NCW,,,,,32.8595,-117.2124,anonymous,EN,1,4,A17071824,A17071824,0,1,5,5,1,3,1,1,1,0,5,3,1,1,5,0,1,1,1,3,3,1,1,1,0,5,5,0,0,3,5,0,1,0,2,1,1,1,5,1,2,5,3,2,1,3,0,3,2,3,0,0,5,1,1,0,5,5,0,2,1,1,3,2,3,4,3,3,4,2,4,2,4,3,1,5,4,1,7,2,,2,1,,1,,9,189,189,189,,4,12,10,9,5,7,43,21,28,49,55,45909
2022-10-20 18:57:17,2022-10-20 19:32:13,0,99.121.254.170,26,2095,0,2022-10-27 19:32:14,R_8B1ccBfGG4izkhb,,,,,,,anonymous,EN,1,4,A17219821,A17219821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,40964
2022-10-27 20:55:45,2022-10-27 21:27:03,0,75.80.51.221,100,1878,1,2022-10-27 21:27:04,R_0j4Jr2GfAG21Ne1,,,,,32.8595,-117.2124,anonymous,EN,1,4,A16342238,A16342238,1,3,5,5,3,2,5,3,0,1,2,1,5,1,3,1,5,1,3,1,2,3,1,2,1,3,1,0,0,5,3,0,5,1,3,5,2,3,5,1,2,0,0,3,0,3,0,5,0,5,0,1,3,5,5,2,1,5,2,5,0,5,4,5,2,3,2,4,1,3,3,2,3,5,2,3,2,1,8,1,,1,3,,1,,7,189,189,189,,1,11,11,6,9,15,55,35,53,50,44,38174
2022-10-27 23:49:50,2022-10-28 00:03:10,0,108.253.176.102,100,799,1,2022-10-28 00:03:11,R_8oypegsW45AoX73,,,,,32.8595,-117.2124,anonymous,EN,1,4,A16918998,A16918998,0,2,3,3,3,3,3,3,1,2,2,5,5,2,5,0,3,2,1,3,1,2,0,0,2,5,3,0,0,3,5,0,1,0,5,3,2,0,3,0,3,3,2,5,0,3,5,1,0,5,0,2,5,0,3,1,2,5,5,5,0,5,5,5,3,5,3,5,2,2,5,3,5,4,1,4,2,1,7,2,,2,3,,1,,7,37,37,189,19,1,12,15,8,4,13,54,37,27,53,47,40523
2022-10-28 09:56:18,2022-10-28 10:14:53,0,108.249.111.237,100,1114,1,2022-10-28 10:14:54,R_2z7OXLevi1XUTjT,,,,,33.0562,-117.2688,anonymous,EN,1,4,A17585485,A17585485,1,1,5,5,3,2,1,3,2,0,5,1,3,2,3,0,5,2,3,2,2,1,0,0,1,2,5,0,0,1,5,1,1,0,3,1,3,2,5,0,3,3,1,3,0,5,0,2,0,5,0,2,2,1,5,0,1,3,1,5,1,3,3,5,3,2,4,5,1,2,3,3,5,5,4,2,3,1,10,2,,2,3,,2,,7,189,189,189,,1,9,13,10,11,15,55,31,34,48,47,45932
2022-10-28 12:01:42,2022-10-28 12:19:56,0,174.65.125.189,100,1093,1,2022-10-28 12:19:57,R_ywKJDgTYJaQSRpf,,,,,32.7453,-117.2449,anonymous,EN,1,4,A15424869,A15424869,1,3,1,3,3,1,2,3,0,3,3,0,2,1,2,2,5,3,3,3,2,3,2,2,1,3,2,0,2,2,5,2,1,3,3,3,2,3,3,1,3,2,0,1,1,3,0,3,1,3,0,3,2,2,3,2,2,1,1,3,1,3,2,3,2,2,2,2,3,3,2,3,3,3,3,2,3,1,9,1,,1,1,,9,,7,143,143,189,19,1,10,7,8,12,9,37,39,46,44,39,43999
2022-10-28 14:04:46,2022-10-28 14:24:21,0,128.54.160.152,100,1174,1,2022-10-28 14:24:22,R_1MZkFaUZEN0MXxU,,,,,32.8509,-117.2722,anonymous,EN,1,4,A16958774,A16958774,1,3,3,5,2,3,2,5,1,1,5,2,3,2,5,2,5,2,2,3,2,2,0,0,2,3,2,0,2,5,3,0,2,2,5,3,2,1,5,5,3,3,1,3,0,5,2,2,1,5,0,1,2,2,3,0,3,5,2,2,0,5,3,3,3,4,5,3,3,3,5,3,4,3,3,3,3,1,7,2,,2,1,,1,,8,189,189,189,,1,9,10,11,6,9,47,33,39,51,46,44300
2022-10-28 18:12:14,2022-10-28 18:30:16,0,128.54.38.89,100,1081,1,2022-10-28 18:30:17,R_bayFBn5oRGw0uBj,,,,,32.8595,-117.2124,anonymous,EN,1,4,A17105591,A17105591,1,2,5,3,2,3,5,5,1,2,3,5,5,5,3,1,5,2,1,3,2,1,1,0,2,1,2,0,2,3,5,1,3,1,3,3,3,5,5,1,3,2,1,5,0,2,1,2,0,5,0,2,2,1,5,1,3,5,3,5,2,3,3,3,4,4,3,5,3,2,3,2,5,2,1,3,3,1,7,2,,2,1,,3,,4,189,189,189,,1,11,13,8,8,8,54,36,39,47,44,40358
2022-10-28 22:53:12,2022-10-28 23:10:14,0,172.118.98.98,100,1021,1,2022-10-28 23:10:15,R_C1AvIJt0hS0d8lP,,,,,33.9263,-118.0034,anonymous,EN,1,4,A15795955,A15795955,0,2,3,5,3,2,5,5,0,2,0,2,3,0,1,2,5,2,1,5,1,1,3,5,5,0,1,0,1,2,0,1,2,0,5,5,0,3,2,0,5,3,0,1,0,1,3,2,0,5,0,5,0,3,5,1,0,0,0,5,1,3,3,4,2,1,5,4,2,2,2,3,4,4,4,2,2,1,9,1,,1,1,,1,,7,164,189,189,6,1,10,11,10,13,12,47,54,46,51,28,37616
2022-10-22 01:21:18,2022-10-22 01:24:10,0,47.148.11.222,30,172,0,2022-10-29 01:24:12,R_eXQIIVicwkbxo41,,,,,,,anonymous,EN,1,4,A16459892,A16459892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,5,4,3,4,4,5,3,2,5,2,5,5,4,1,,,,,,,,,,,,,,,3,13,9,6,7,0,0,0,0,0,37904
2022-10-29 01:06:00,2022-10-29 01:24:36,0,70.165.57.253,100,1115,1,2022-10-29 01:24:36,R_su5boop6KYUWL4t,,,,,33.6816,-117.8302,anonymous,EN,1,4,A17179877,A17179877,0,3,3,3,2,2,5,5,1,3,1,2,3,2,1,3,2,0,3,3,2,1,2,1,2,1,0,0,1,1,2,1,2,3,3,3,0,2,3,0,5,2,0,2,0,1,2,1,1,3,0,3,1,2,2,1,0,1,1,3,0,5,4,5,1,4,4,4,1,2,4,4,4,5,2,3,2,1,10,2,,2,1,,1,,7,37,189,189,9,1,13,12,10,7,15,45,48,42,46,32,42049
2022-10-29 15:55:49,2022-10-29 16:03:51,0,172.114.82.209,100,482,1,2022-10-29 16:03:52,R_2V3AGxgWtfX23WQ,,,,,34.1979,-118.5371,anonymous,EN,1,4,17229094,17229094,5,2,3,3,2,3,3,3,1,1,5,2,2,0,2,0,5,3,2,2,3,2,2,1,2,5,3,0,3,0,5,0,2,2,3,3,3,5,5,1,2,5,1,1,3,3,3,2,2,3,0,3,5,2,2,1,1,5,2,1,1,2,3,4,3,4,2,3,2,2,4,3,3,4,3,3,2,1,8,2,,2,1,,1,,6,189,189,189,,1,10,9,7,7,12,36,35,41,43,50,41797
2022-10-30 14:47:54,2022-10-30 15:15:51,0,69.196.36.220,100,1676,1,2022-10-30 15:15:52,R_2wyn5udqYqrJqEb,,,,,32.7794,-117.1366,anonymous,EN,1,4,A16637016,A16637016,0,1,0,2,5,2,2,3,2,1,5,2,1,1,1,1,2,1,2,1,5,2,3,2,2,2,5,0,2,2,3,1,0,0,2,2,1,2,2,0,3,1,3,1,3,1,2,2,2,2,0,2,2,2,2,2,2,2,2,1,2,2,2,4,1,2,3,3,3,3,2,2,3,4,3,3,2,1,10,2,,2,2,,1,,6,37,37,37,17,1,11,8,7,11,11,34,38,30,38,42,37371
2022-10-30 19:45:39,2022-10-30 20:03:22,0,128.54.177.217,100,1062,1,2022-10-30 20:03:23,R_1LA05VQ14sla66Q,,,,,32.8509,-117.2722,anonymous,EN,1,4,A16862329,A16862329,3,1,2,3,3,2,3,3,1,2,1,3,2,1,1,3,2,3,2,2,1,2,3,3,2,0,3,0,1,1,3,3,2,2,3,3,1,2,3,1,3,1,2,2,2,1,3,2,2,3,0,2,1,2,3,2,1,2,1,2,3,3,1,3,2,2,3,4,3,2,2,2,4,4,3,2,2,1,8,1,,1,1,,1,,8,37,37,75,20,1,11,9,7,12,10,38,42,35,39,25,45464
2022-10-30 23:46:57,2022-10-30 23:58:25,0,128.54.172.164,100,688,1,2022-10-30 23:58:26,R_10YO09QSGgi2sZr,,,,,32.8509,-117.2722,anonymous,EN,1,4,A16686829,A16686829,1,1,3,2,2,2,2,3,2,2,3,3,3,1,2,1,2,1,3,3,2,3,2,2,2,3,3,0,2,3,3,1,1,2,2,2,2,2,2,3,3,3,3,3,2,2,3,3,1,3,0,3,3,2,3,3,1,3,1,3,3,2,3,2,3,3,4,3,5,4,4,3,4,2,3,3,3,1,11,2,,2,1,,3,,5,189,189,189,,1,8,10,10,8,5,44,39,34,35,43,37853
2022-10-23 23:46:27,2022-10-23 23:59:10,0,104.61.128.139,91,763,0,2022-10-30 23:59:13,R_3HHsoURgvdjsCpt,,,,,,,anonymous,EN,1,4,A16134767,A16134767,1,2,3,3,3,2,3,3,2,2,3,2,2,1,3,1,2,2,1,3,3,1,2,1,1,3,2,0,1,1,3,1,3,1,1,3,3,3,3,2,3,3,2,1,2,2,2,2,2,3,0,2,2,2,2,1,1,3,2,2,1,3,4,2,3,4,3,4,4,3,4,2,4,2,3,4,3,1,9,2,,2,1,,3,,6,189,189,189,,1,9,12,8,6,6,40,39,38,41,45,34260
2022-10-30 23:50:09,2022-10-31 00:30:03,0,107.132.34.94,100,2393,1,2022-10-31 00:30:03,R_1IZbFjDEYlqIVdK,,,,,32.8595,-117.2124,anonymous,EN,1,4,A16295314,A16295314,1,2,2,3,2,3,5,3,1,1,3,3,3,1,2,1,2,1,1,1,2,2,1,1,2,2,3,0,1,2,3,2,2,1,3,2,2,3,3,1,2,3,1,2,1,3,2,2,1,3,0,2,3,2,2,1,2,3,2,1,1,2,1,3,3,3,4,3,3,2,2,3,3,3,4,2,3,1,8,7,,2,4,Asexual,1,,6,189,189,189,,4,9,7,10,11,9,43,32,38,47,43,36809
2022-10-31 10:59:48,2022-10-31 11:12:23,0,99.182.12.31,100,755,1,2022-10-31 11:12:24,R_3JK6XFkUEOitsJP,,,,,32.7638,-117.07,anonymous,EN,1,4,A17132859,A17132859,1,1,3,3,3,3,3,3,0,5,5,3,5,3,2,3,3,1,5,5,3,2,0,2,2,0,1,0,0,0,0,1,3,1,3,3,3,3,5,1,3,3,0,3,0,3,1,2,0,5,0,5,3,1,3,3,0,0,2,2,0,5,3,3,4,3,3,3,3,3,2,3,4,3,4,1,3,1,11,2,,2,3,,2,,5,189,189,189,,1,7,10,9,12,9,52,50,40,41,41,42810
2022-10-23 13:38:03,2022-10-24 12:10:52,0,128.54.162.231,91,81168,0,2022-10-31 12:10:58,R_p5xRSXEF07XmrD3,,,,,,,anonymous,EN,1,4,A16842729,A16842729,0,2,5,5,5,5,2,3,1,3,1,3,5,1,1,1,3,3,5,5,3,3,0,2,2,3,3,0,1,0,2,0,2,0,2,5,5,1,5,5,5,0,1,5,0,1,0,3,0,5,0,5,1,5,5,5,1,3,1,1,2,5,5,4,1,1,4,5,3,2,2,1,5,5,1,3,1,1,7,2,,2,1,,1,,6,189,189,189,,1,14,15,6,12,12,52,52,40,36,46,42101
2022-10-31 14:34:15,2022-10-31 15:31:43,0,70.95.174.200,100,3447,1,2022-10-31 15:31:43,R_26a54ftzqtgtuFQ,,,,,32.8595,-117.2124,anonymous,EN,1,4,A15886171,A15886171,0,1,5,5,3,3,5,5,1,3,3,2,3,0,1,2,5,2,2,3,2,1,0,1,3,2,1,0,2,1,2,1,3,0,1,5,1,2,5,0,5,1,0,5,1,0,1,3,0,5,0,3,1,1,3,0,0,3,1,5,1,3,3,5,3,3,4,4,2,3,2,2,4,4,3,2,3,1,9,2,,2,3,,2,,5,189,189,189,,1,9,11,9,11,13,54,51,43,48,40,36593
2022-10-31 15:05:01,2022-10-31 15:32:02,0,99.174.245.13,100,1620,1,2022-10-31 15:32:03,R_3nMMBNFU2HmWNSe,,,,,32.6387,-117.0801,anonymous,EN,1,4,A16015236,A16015236,3,1,3,5,1,2,5,2,1,3,1,0,2,1,2,3,3,2,3,3,1,3,2,0,0,0,0,0,1,0,2,3,2,1,3,3,3,2,2,0,3,2,1,1,0,1,0,2,2,3,0,3,1,2,2,1,1,3,1,2,3,2,1,3,2,2,4,4,4,2,1,4,2,3,3,2,3,1,9,2,,2,1,,3,,5,189,189,189,,1,11,7,11,13,8,38,40,45,45,32,32059
2022-10-31 18:41:07,2022-10-31 18:53:56,0,70.95.2.142,100,769,1,2022-10-31 18:53:57,R_2tnFdUaKXG1lzRi,,,,,32.9164,-117.1393,anonymous,EN,1,4,A15865886,A15865886,1,3,3,5,2,2,3,2,0,2,3,1,3,2,1,2,5,1,5,3,1,3,5,1,3,2,1,0,3,0,3,1,3,3,2,2,3,5,3,1,2,2,1,0,1,3,1,3,1,5,0,2,3,2,3,1,1,3,1,1,1,1,2,4,2,3,2,4,4,2,2,2,2,2,3,3,4,1,9,2,,2,1,,1,,5,189,189,189,,1,11,8,8,10,8,35,37,49,43,42,42240
2022-10-24 18:05:12,2022-10-24 18:58:58,0,128.54.151.241,91,3225,0,2022-10-31 18:59:01,R_24AD9joDjjH8JZU,,,,,,,anonymous,EN,1,4,A16722089,A16722089,0,2,2,5,2,1,3,5,0,1,5,2,5,0,3,0,3,1,3,3,5,3,0,0,1,5,3,0,0,1,5,0,1,0,3,2,1,2,5,1,3,5,1,5,1,3,0,2,0,5,0,1,3,5,5,2,2,3,3,3,0,2,5,3,5,4,3,4,5,4,3,3,5,3,5,5,2,1,7,2,,2,1,,6,,7,189,189,189,,1,4,14,8,6,7,56,31,39,49,52,43905
2022-10-24 19:27:00,2022-10-24 19:47:59,0,99.132.79.132,91,1258,0,2022-10-31 19:48:03,R_1CpfyCnnaOH2DN7,,,,,,,anonymous,EN,1,4,A16963524,A16963524,0,3,3,5,3,3,1,0,0,1,3,5,5,3,1,1,2,1,0,3,3,2,3,2,3,2,1,0,3,0,3,0,1,1,3,3,3,3,3,3,5,5,3,0,0,3,1,2,0,5,0,5,3,3,5,0,1,3,1,3,0,5,4,3,2,3,4,1,3,3,2,4,5,3,3,2,3,1,7,1,,1,1,,3,,7,189,189,189,,1,10,10,11,11,9,41,45,36,47,50,44933
2022-10-31 20:55:29,2022-10-31 21:06:28,0,128.54.156.185,100,659,1,2022-10-31 21:06:29,R_2EB3euuenqAQFvm,,,,,32.8509,-117.2722,anonymous,EN,1,4,A17020226,A17020226,1,3,2,5,1,1,3,3,0,1,2,3,3,1,3,3,3,1,1,3,3,1,1,1,1,1,3,0,1,1,3,5,1,1,3,3,3,3,3,1,3,3,1,3,1,3,5,3,1,3,0,2,1,3,3,1,1,3,1,3,0,3,4,3,4,4,2,4,2,2,2,2,4,2,2,2,2,1,7,2,,2,3,,3,,5,112,189,189,3,1,10,12,6,10,9,47,35,40,49,33,42675
2022-10-31 21:20:32,2022-10-31 21:47:43,0,75.80.54.109,100,1630,1,2022-10-31 21:47:44,R_BRLQMqCwylLpwch,,,,,32.8595,-117.2124,anonymous,EN,1,4,A15816451,A15816451,0,1,5,5,3,3,1,5,0,1,3,5,3,0,1,0,3,0,1,5,3,1,3,2,3,3,5,0,1,1,3,1,0,1,3,3,5,1,5,3,3,5,1,1,1,1,1,3,1,5,0,3,2,2,3,2,1,5,3,2,1,5,3,2,2,5,2,2,4,3,4,3,3,2,3,4,3,1,9,2,,2,1,,3,,6,112,189,189,5,1,10,8,8,5,6,47,46,28,46,52,37053
2022-10-31 22:10:59,2022-10-31 22:23:28,0,98.148.247.15,100,749,1,2022-10-31 22:23:29,R_2V4KBDAgz5vRcji,,,,,32.8425,-117.2484,anonymous,EN,1,4,A17191922,A17191922,3,2,1,1,1,1,1,1,2,1,1,2,1,1,2,1,2,3,1,1,2,2,2,2,1,1,2,1,2,1,2,2,2,1,2,1,2,1,2,1,1,2,2,1,1,1,2,1,1,1,2,2,1,1,2,1,1,1,2,1,1,1,5,5,3,2,4,5,3,3,3,1,5,5,3,4,3,1,10,2,,2,1,,3,,8,189,189,189,,6,9,15,8,9,13,32,31,32,39,31,40863
2022-11-01 01:37:50,2022-11-01 01:53:55,0,99.174.234.173,100,964,1,2022-11-01 01:53:56,R_1GBmMKTl88YHws3,,,,,33.89,-117.3043,anonymous,EN,1,4,A16400359,A16400359,0,1,3,3,3,3,1,3,0,0,3,3,2,0,3,0,0,2,1,3,5,1,1,0,1,5,5,0,1,1,3,0,5,1,2,3,5,1,3,2,3,5,3,3,0,3,0,2,1,5,0,2,2,1,5,2,1,5,1,3,0,3,3,2,4,4,1,1,4,3,3,1,3,1,3,5,1,1,8,2,,2,1,,8,"1,2,3,6,7",4,189,189,189,,1,8,7,3,6,5,47,36,28,49,56,39242
2022-11-01 12:30:30,2022-11-01 12:51:13,0,69.196.46.11,100,1242,1,2022-11-01 12:51:14,R_tSZzwYvBrrVkBpf,,,,,32.8595,-117.2124,anonymous,EN,1,4,A17620265,A17620265,0,2,5,3,3,2,3,3,0,1,0,1,2,2,3,0,3,1,3,2,1,2,2,0,1,2,5,0,3,3,3,2,1,2,2,3,0,1,3,2,5,2,1,2,2,1,3,1,1,2,0,2,3,2,2,0,1,2,3,3,1,2,2,4,4,4,3,2,2,3,4,2,5,2,3,4,2,1,9,1,,1,1,,5,,5,189,189,189,,1,8,9,7,6,10,42,38,34,44,35,45903
2022-11-01 15:08:33,2022-11-01 15:27:43,0,68.72.100.185,100,1150,1,2022-11-01 15:27:45,R_3EbUwJExuhbTQF8,,,,,32.7453,-117.2449,anonymous,EN,1,4,A13295514,A13295514,1,1,5,3,3,3,3,5,3,1,5,5,5,2,1,0,5,2,5,5,5,3,0,1,1,3,1,0,0,1,5,0,1,0,1,3,3,1,5,3,1,3,1,5,0,3,0,3,0,3,0,1,1,2,5,1,2,5,3,5,1,1,3,4,3,3,4,4,2,2,4,3,4,3,2,2,3,1,12,2,,2,3,,8,"2,3,7",6,189,189,189,,1,11,11,10,9,11,58,33,37,37,52,40508
2022-11-01 23:46:39,2022-11-02 00:00:37,0,76.33.214.135,100,837,1,2022-11-02 00:00:37,R_29dp6IUxAw6oLXd,,,,,32.8595,-117.2124,anonymous,EN,1,4,A17644118,A17644118,2,3,3,3,3,0,2,5,0,3,3,1,3,0,3,0,3,1,3,3,1,3,3,2,5,1,1,0,2,2,3,2,5,3,5,5,2,5,1,1,3,1,1,3,2,2,3,2,1,5,0,5,1,5,5,2,1,1,1,2,1,5,5,5,3,3,4,5,2,2,2,2,2,3,2,1,3,1,10,2,,2,1,,9,,4,53,151,189,13,1,11,12,9,12,12,42,47,49,46,31,45336
