"","","","","","","","","Survey","Question 1","Question 2","Question 3","Question 4","Question 5"
"09/28/2022 1:58PM","09/28/2022 1:59PM","09/28/2022 09:00AM - 09/28/2022 9:59PM",36.122,"Yes","6334b55d75dace0b4576075e","0.0","0.0","Participant 300",,,,,"A15900672"
"09/28/2022 3:39PM","09/28/2022 3:41PM","09/28/2022 09:00AM - 09/28/2022 9:59PM",75.063,"Yes","6334cd1858a3620b2f4543ca","0.0","0.0","Participant 301",,,,,"A16723683"
"09/29/2022 10:56AM","09/29/2022 10:58AM","09/29/2022 09:00AM - 09/29/2022 9:59PM",86.074,"Yes","6335dc2358a3620b2f4670b7","0.0","0.0","Participant 302",,,,,"A17376215"
"09/29/2022 11:45AM","09/29/2022 11:50AM","09/29/2022 09:00AM - 09/29/2022 9:59PM",251.565,"Yes","6335e4d758a3620b2f469e1d",,,"Participant 303",,,,,"A16540129"
"09/29/2022 1:12PM","09/29/2022 1:13PM","09/29/2022 09:00AM - 09/29/2022 9:59PM",77.431,"Yes","6335fbd358a3620b2f46d13e","0.0","0.0","Participant 304",,,,,"A16230516"
"09/29/2022 1:25PM","09/29/2022 1:27PM","09/29/2022 09:00AM - 09/29/2022 9:59PM",115.925,"Yes","6335fef758a3620b2f46d980","0.0","0.0","Participant 305",,,,,"A17575086"
"09/29/2022 2:29PM","09/29/2022 2:31PM","09/29/2022 09:00AM - 09/29/2022 9:59PM",117.572,"Yes","63360e1358a3620b2f47010b","0.0","0.0","Participant 306",,,,,"A16491651"
"09/29/2022 3:41PM","09/29/2022 3:43PM","09/29/2022 09:00AM - 09/29/2022 9:59PM",72.461,"Yes","63361ef9ee0a2b0b3240f61f","0.0","0.0","Participant 307",,,,,"A16034978"
"09/29/2022 4:23PM","09/29/2022 4:24PM","09/29/2022 09:00AM - 09/29/2022 9:59PM",79.756,"Yes","633628d1ee0a2b0b324114c7","0.0","0.0","Participant 308",,,,,"A15771271"
"09/29/2022 5:04PM","09/29/2022 5:05PM","09/29/2022 09:00AM - 09/29/2022 9:59PM",84.83,"Yes","633631f7ee0a2b0b32412814",,,"Participant 309",,,,,"A16677648"
"09/29/2022 6:22PM","09/29/2022 6:25PM","09/29/2022 09:00AM - 09/29/2022 9:59PM",194.157,"Yes","63364478ee0a2b0b32415222","0.0","0.0","Participant 310",,,,,"A16613207"
"09/29/2022 6:39PM","09/29/2022 6:41PM","09/29/2022 09:00AM - 09/29/2022 9:59PM",92.631,"Yes","633648acee0a2b0b32415b9b","0.0","0.0","Participant 311",,,,,"A17586576"
"09/30/2022 09:36AM","09/30/2022 09:50AM","09/30/2022 09:00AM - 09/30/2022 9:59PM",843.536,"Yes","6336969dee0a2b0b3241b37d","0.0","0.0","Participant 313",,,,,"A16665022"
"09/30/2022 09:40AM","09/30/2022 09:41AM","09/30/2022 09:00AM - 09/30/2022 9:59PM",100.049,"Yes","633698f2ee0a2b0b3241b47e",,,"Participant 314",,,,,"A16127402"
"09/30/2022 09:11AM","09/30/2022 09:12AM","09/30/2022 09:00AM - 09/30/2022 9:59PM",92.146,"Yes","63369a49ee0a2b0b3241b587","0.0","0.0","Participant 315",,,,,"A15905171"
"09/30/2022 10:01AM","09/30/2022 10:02AM","09/30/2022 09:00AM - 09/30/2022 9:59PM",16.266,"Yes","633720b7ee0a2b0b3242228c","0.0","0.0","Participant 316",,,,,"A17144441"
"09/30/2022 11:49AM","09/30/2022 11:51AM","09/30/2022 09:00AM - 09/30/2022 9:59PM",125.886,"Yes","63373968ee0a2b0b3242719a","0.0","0.0","Participant 317",,,,,"A15839883"
"09/30/2022 1:30PM","09/30/2022 1:32PM","09/30/2022 09:00AM - 09/30/2022 9:59PM",89.746,"Yes","6337516fee0a2b0b3242a078","0.0","0.0","Participant 318",,,,,"A17550776"
"09/30/2022 1:36PM","09/30/2022 1:36PM","09/30/2022 09:00AM - 09/30/2022 9:59PM",24.239,"Yes","6337530bee0a2b0b3242a4ff","0.0","0.0","Participant 319",,,,,"A16519909"
"09/30/2022 1:42PM","09/30/2022 1:42PM","09/30/2022 09:00AM - 09/30/2022 9:59PM",14.885,"Yes","6337530bee0a2b0b3242a4ff","0.0","0.0","Participant 319",,,,,"A16519909"
"09/30/2022 1:42PM","09/30/2022 1:46PM","09/30/2022 09:00AM - 09/30/2022 9:59PM",280.083,"Yes","63375463ee0a2b0b3242a89c","0.0","0.0","Participant 320",,,,,"A16453182"
"09/30/2022 5:49PM","09/30/2022 5:49PM","09/30/2022 09:00AM - 09/30/2022 9:59PM",32.444,"Yes","63378da1c36f190b437d7cb1","0.0","0.0","Participant 321",,,,,"A17412112"
"09/30/2022 9:02PM","09/30/2022 9:03PM","09/30/2022 09:00AM - 09/30/2022 9:59PM",28.969,"Yes","6337bba9c36f190b437dc8a5",,,"Participant 322",,,,,"A15962933"
"10/01/2022 2:20PM","10/01/2022 2:20PM","10/01/2022 09:00AM - 10/01/2022 9:59PM",25.781,"Yes","6337cceac36f190b437dd34c","0.0","0.0","Participant 323",,,,,"A16907620"
"10/01/2022 3:30PM","10/01/2022 3:31PM","10/01/2022 09:00AM - 10/01/2022 9:59PM",87.263,"Yes","6338bf32c36f190b437ee6de","0.0","0.0","Participant 325",,,,,"A17235934"
"10/01/2022 3:30PM","10/01/2022 3:31PM","10/01/2022 09:00AM - 10/01/2022 9:59PM",56.54,"Yes","6338bf52c36f190b437ee761","0.0","0.0","Participant 326",,,,,"A17192212"
"10/01/2022 8:58PM","10/01/2022 9:00PM","10/01/2022 09:00AM - 10/01/2022 9:59PM",82.293,"Yes","63390c38c36f190b437f746c","0.0","0.0","Participant 327",,,,,"A17658439"
"10/02/2022 10:40AM","10/02/2022 10:41AM","10/02/2022 09:00AM - 10/02/2022 9:59PM",92.761,"Yes","63393eeec36f190b437f889f","0.0","0.0","Participant 328",,,,,"A15867537"
"10/02/2022 10:23AM","10/02/2022 10:25AM","10/02/2022 09:00AM - 10/02/2022 9:59PM",94.504,"Yes","6339c8e0c36f190b437fe4aa","0.0","0.0","Participant 329",,,,,"A17652017"
"10/02/2022 11:22AM","10/02/2022 11:23AM","10/02/2022 09:00AM - 10/02/2022 9:59PM",47.694,"Yes","6339d6cfc36f190b43800f63","0.0","0.0","Participant 330",,,,,"A16826760"
"10/02/2022 12:27PM","10/02/2022 12:30PM","10/02/2022 09:00AM - 10/02/2022 9:59PM",177.3,"Yes","6339e5e5c36f190b43803444","0.0","0.0","Participant 331",,,,,"A16449857"
"10/02/2022 1:10PM","10/02/2022 1:12PM","10/02/2022 09:00AM - 10/02/2022 9:59PM",143.375,"Yes","6339effbc36f190b43804454","0.0","0.0","Participant 332",,,,,"A15969843"
"10/02/2022 2:15PM","10/02/2022 2:17PM","10/02/2022 09:00AM - 10/02/2022 9:59PM",100.827,"Yes","6339ff29c36f190b43806a36","0.0","0.0","Participant 333",,,,,"A13022515"
"10/02/2022 2:45PM","10/02/2022 2:46PM","10/02/2022 09:00AM - 10/02/2022 9:59PM",19.32,"Yes","633a066bc36f190b43807659","0.0","0.0","Participant 334",,,,,"A17219821"
"10/02/2022 3:19PM","10/02/2022 3:21PM","10/02/2022 09:00AM - 10/02/2022 9:59PM",100.038,"Yes","633a0e43f8a5ca0b4f1c0c2a","0.0","0.0","Participant 335",,,,,"A16915168"
"10/02/2022 4:46PM","10/02/2022 4:48PM","10/02/2022 09:00AM - 10/02/2022 9:59PM",91.148,"Yes","633a22a9f8a5ca0b4f1c3f26","0.0","0.0","Participant 336",,,,,"A17589576"
"10/02/2022 5:28PM","10/02/2022 5:31PM","10/02/2022 09:00AM - 10/02/2022 9:59PM",170.259,"Yes","633a2c6af8a5ca0b4f1c4fa0","0.0","0.0","Participant 337",,,,,"A16436164"
"10/02/2022 5:50PM","10/02/2022 5:53PM","10/02/2022 09:00AM - 10/02/2022 9:59PM",178.33,"Yes","633a3181f8a5ca0b4f1c5a54","0.0","0.0","Participant 338",,,,,"A17666653"
"10/02/2022 6:48PM","10/02/2022 6:49PM","10/02/2022 09:00AM - 10/02/2022 9:59PM",45.589,"Yes","633a3efdf8a5ca0b4f1c6eed","0.0","0.0","Participant 339",,,,,"A17579705"
"10/03/2022 10:31AM","10/03/2022 10:32AM","10/03/2022 09:00AM - 10/03/2022 9:59PM",104.07,"Yes","633b1c10f8a5ca0b4f1d7e1d","0.0","0.0","Participant 342",,,,,"A16367914"
"10/03/2022 10:48AM","10/03/2022 10:48AM","10/03/2022 09:00AM - 10/03/2022 9:59PM",43.946,"Yes","633b1febf8a5ca0b4f1d856b","0.0","0.0","Participant 343",,,,,"A16753901"
"10/03/2022 11:10AM","10/03/2022 11:11AM","10/03/2022 09:00AM - 10/03/2022 9:59PM",92.595,"Yes","633b2548f8a5ca0b4f1da43e","0.0","0.0","Participant 344",,,,,"A17659174"
"10/03/2022 4:17PM","10/03/2022 4:19PM","10/03/2022 09:00AM - 10/03/2022 9:59PM",100.357,"Yes","633b6d5550472a0b4216823e","0.0","0.0","Participant 345",,,,,"A17580337"
"10/03/2022 7:19PM","10/03/2022 7:21PM","10/03/2022 09:00AM - 10/03/2022 9:59PM",103.916,"Yes","633b98144db6160b4072ef76","0.0","0.0","Participant 346",,,,,"A17570160"
"10/03/2022 7:43PM","10/03/2022 7:44PM","10/03/2022 09:00AM - 10/03/2022 9:59PM",78.919,"Yes","633b9d9c4db6160b4072fa9d","0.0","0.0","Participant 347",,,,,"A17013759"
"10/03/2022 9:28PM","10/03/2022 9:31PM","10/03/2022 09:00AM - 10/03/2022 9:59PM",155.895,"Yes","633bb6314db6160b40732867","0.0","0.0","Participant 348",,,,,"A17377306"
"10/04/2022 1:28PM","10/04/2022 1:28PM","10/04/2022 09:00AM - 10/04/2022 9:59PM",51.64,"Yes","633c97004db6160b407445a3","0.0","0.0","Participant 351",,,,,"A17174468"
"10/04/2022 2:14PM","10/04/2022 2:16PM","10/04/2022 09:00AM - 10/04/2022 9:59PM",107.487,"Yes","633ca20b235e110b460e433b","0.0","0.0","Participant 352",,,,,"A17146260"
"10/04/2022 5:58PM","10/04/2022 6:00PM","10/04/2022 09:00AM - 10/04/2022 9:59PM",129.46,"Yes","633cd2f09920920b427f3a4d","0.0","0.0","Participant 353",,,,,"A16795860"
"10/05/2022 11:42AM","10/05/2022 11:45AM","10/05/2022 09:00AM - 10/05/2022 9:59PM",180.867,"Yes","633dcf6eefb6540b29830435","0.0","0.0","Participant 355",,,,,"A16411059"
"10/05/2022 12:30PM","10/05/2022 12:32PM","10/05/2022 09:00AM - 10/05/2022 9:59PM",145.551,"Yes","633dd96cefb6540b2983206e","0.0","0.0","Participant 356",,,,,"A17172862"
"10/05/2022 2:54PM","10/05/2022 2:56PM","10/05/2022 09:00AM - 10/05/2022 9:59PM",132.725,"Yes","633dfceaefb6540b29836aa4","0.0","0.0","Participant 357",,,,,"A15818203"
"10/05/2022 8:03PM","10/05/2022 8:04PM","10/05/2022 09:00AM - 10/05/2022 9:59PM",56.977,"Yes","633e4549ffd6a10b33304f29",,,"Participant 358",,,,,"A16514161"
"10/05/2022 9:33PM","10/05/2022 9:36PM","10/05/2022 09:00AM - 10/05/2022 9:59PM",169.782,"Yes","633e5a702b88850b415e8010","0.0","0.0","Participant 359",,,,,"A17147150"
"10/06/2022 09:11AM","10/06/2022 09:12AM","10/06/2022 09:00AM - 10/06/2022 9:59PM",17.804,"Yes","633efe0a975c090b2eac30af","0.0","0.0","Participant 360",,,,,"A16749429"
"10/06/2022 10:58AM","10/06/2022 10:58AM","10/06/2022 09:00AM - 10/06/2022 9:59PM",16.317,"Yes","633f16e7975c090b2eac5fc8","0.0","0.0","Participant 361",,,,,"A16239685"
"10/06/2022 4:36PM","10/06/2022 4:36PM","10/06/2022 09:00AM - 10/06/2022 9:59PM",31.985,"Yes","633f663cc1cb430b41ab5a6a","0.0","0.0","Participant 362",,,,,"A17384217"
"10/06/2022 7:19PM","10/06/2022 7:21PM","10/06/2022 09:00AM - 10/06/2022 9:59PM",89.532,"Yes","633f8c652234fd0b30d31fae","0.0","0.0","Participant 363",,,,,"A17558143"
"10/06/2022 8:13PM","10/06/2022 8:15PM","10/06/2022 09:00AM - 10/06/2022 9:59PM",162.958,"Yes","633f992d2234fd0b30d33939","0.0","0.0","Participant 364",,,,,"A17647636"
"10/06/2022 9:12PM","10/06/2022 9:13PM","10/06/2022 09:00AM - 10/06/2022 9:59PM",55.465,"Yes","633fa5112234fd0b30d34c34","0.0","0.0","Participant 365",,,,,"A17183799"
"10/07/2022 09:48AM","10/07/2022 09:50AM","10/07/2022 09:00AM - 10/07/2022 9:59PM",88.778,"Yes","6340581e6636850b2d475300","0.0","0.0","Participant 366",,,,,"A16759028"
"10/07/2022 11:55AM","10/07/2022 11:56AM","10/07/2022 09:00AM - 10/07/2022 9:59PM",65.63,"Yes","634075d46636850b2d479a9a","0.0","0.0","Participant 368",,,,,"A15767731"
"10/07/2022 3:44PM","10/07/2022 3:45PM","10/07/2022 09:00AM - 10/07/2022 9:59PM",62.323,"Yes","6340aba96636850b2d4816d8","0.0","0.0","Participant 369",,,,,"A14819054"
"10/07/2022 7:10PM","10/07/2022 7:10PM","10/07/2022 09:00AM - 10/07/2022 9:59PM",29.142,"Yes","6340dbd36636850b2d487d55","0.0","0.0","Participant 370",,,,,"A16848983"
"10/07/2022 8:12PM","10/07/2022 8:13PM","10/07/2022 09:00AM - 10/07/2022 9:59PM",65.883,"Yes","6340ea764513100b458d0afa","0.0","0.0","Participant 371",,,,,"A16284003"
"10/08/2022 11:11AM","10/08/2022 11:13AM","10/08/2022 09:00AM - 10/08/2022 9:59PM",91.371,"Yes","634124f90203640b4abeacaf","0.0","0.0","Participant 372",,,,,"A17052972"
"10/08/2022 11:00AM","10/08/2022 11:01AM","10/08/2022 09:00AM - 10/08/2022 9:59PM",58.717,"Yes","6341ba900203640b4abf1c04","0.0","0.0","Participant 373",,,,,"A17174133"
"10/08/2022 11:03AM","10/08/2022 11:03AM","10/08/2022 09:00AM - 10/08/2022 9:59PM",11.634,"Yes","6341ba900203640b4abf1c04","0.0","0.0","Participant 373",,,,,"A17174133"
"10/08/2022 11:00AM","10/08/2022 11:01AM","10/08/2022 09:00AM - 10/08/2022 9:59PM",58.717,"Yes","6341ba900203640b4abf1c04","0.0","0.0","Participant 373",,,,,"A17174133"
"10/08/2022 11:03AM","10/08/2022 11:03AM","10/08/2022 09:00AM - 10/08/2022 9:59PM",11.634,"Yes","6341ba900203640b4abf1c04","0.0","0.0","Participant 373",,,,,"A17174133"
"10/08/2022 3:34PM","10/08/2022 3:36PM","10/08/2022 09:00AM - 10/08/2022 9:59PM",152.644,"Yes","6341fac20203640b4abfa7d7","0.0","0.0","Participant 375",,,,,"A15850185"
"10/08/2022 3:54PM","10/08/2022 3:56PM","10/08/2022 09:00AM - 10/08/2022 9:59PM",120.33,"Yes","6341ff4d0203640b4abfb1b2",,,"Participant 376",,,,,"A15324220"
"10/08/2022 4:48PM","10/08/2022 4:51PM","10/08/2022 09:00AM - 10/08/2022 9:59PM",132.709,"Yes","63420c0cb232510b2cccc10d","0.0","0.0","Participant 377",,,,,"A17622459"
"10/08/2022 5:02PM","10/08/2022 5:04PM","10/08/2022 09:00AM - 10/08/2022 9:59PM",116.425,"Yes","63420f4db232510b2cccc812","0.0","0.0","Participant 378",,,,,"A17095566"
"10/09/2022 09:33AM","10/09/2022 09:34AM","10/09/2022 09:00AM - 10/09/2022 9:59PM",63.017,"Yes","6342e7be5c46820b43244dec","0.0","0.0","Participant 379",,,,,"A16661059"
"10/09/2022 11:57AM","10/09/2022 11:58AM","10/09/2022 09:00AM - 10/09/2022 9:59PM",55.564,"Yes","634319775c46820b4324a81e","0.0","0.0","Participant 380",,,,,"A17670263"
"10/09/2022 4:10PM","10/09/2022 4:12PM","10/09/2022 09:00AM - 10/09/2022 9:59PM",107.389,"Yes","634354cb2bdeeb0b2f9ec824","0.0","0.0","Participant 381",,,,,"A17188341"
"10/09/2022 6:16PM","10/09/2022 6:17PM","10/09/2022 09:00AM - 10/09/2022 9:59PM",28.942,"Yes","6343724f3c5dea0b3ffd8822","0.0","0.0","Participant 382",,,,,"A15850768"
"10/09/2022 8:06PM","10/09/2022 8:07PM","10/09/2022 09:00AM - 10/09/2022 9:59PM",88.644,"Yes","63438be47022150b3d1b0d1e","0.0","0.0","Participant 383",,,,,"A16294106"
"10/09/2022 8:40PM","10/09/2022 8:42PM","10/09/2022 09:00AM - 10/09/2022 9:59PM",138.31,"Yes","634393c37022150b3d1b1795","0.0","0.0","Participant 384",,,,,"A16227088"
"10/09/2022 9:49PM","10/09/2022 9:54PM","10/09/2022 09:00AM - 10/09/2022 9:59PM",290.408,"Yes","6343a3a97022150b3d1b2eb3","0.0","0.0","Participant 385",,,,,"A16988643"
"10/10/2022 4:53PM","10/10/2022 4:56PM","10/10/2022 09:00AM - 10/10/2022 9:59PM",175.942,"Yes","6343cb257ec4960b2b2a88d6","0.0","0.0","Participant 386",,,,,"A16915253"
"10/10/2022 09:13AM","10/10/2022 09:15AM","10/10/2022 09:00AM - 10/10/2022 9:59PM",100.619,"Yes","6343d2447ec4960b2b2a8f6f","0.0","0.0","Participant 387",,,,,"A16333560"
"10/10/2022 10:00AM","10/10/2022 10:02AM","10/10/2022 09:00AM - 10/10/2022 9:59PM",104.446,"Yes","63444f7a7ec4960b2b2b0a71","0.0","0.0","Participant 388",,,,,"A15840931"
"10/10/2022 12:50PM","10/10/2022 12:53PM","10/10/2022 09:00AM - 10/10/2022 9:59PM",159.967,"Yes","6344772a987d680b2b77c694","0.0","0.0","Participant 389",,,,,"A17135376"
"10/10/2022 1:12PM","10/10/2022 1:14PM","10/10/2022 09:00AM - 10/10/2022 9:59PM",108.51,"Yes","63447c7b987d680b2b77cec8","0.0","0.0","Participant 390",,,,,"A17300015"
"10/10/2022 1:16PM","10/10/2022 1:17PM","10/10/2022 09:00AM - 10/10/2022 9:59PM",45.668,"Yes","63447d79987d680b2b77d1ba","0.0","0.0","Participant 391",,,,,"A16457456"
"10/10/2022 3:21PM","10/10/2022 3:23PM","10/10/2022 09:00AM - 10/10/2022 9:59PM",96.669,"Yes","63449ab63e72ef0b426254e1","0.0","0.0","Participant 392",,,,,"A16541366"
"10/10/2022 7:19PM","10/10/2022 7:21PM","10/10/2022 09:00AM - 10/10/2022 9:59PM",121.497,"Yes","6344d22530ef210b439699ee",,,"Participant 393",,,,,"A16409327"
"10/11/2022 12:08PM","10/11/2022 12:09PM","10/11/2022 09:00AM - 10/11/2022 9:59PM",76.79,"Yes","6345bee2b940780b47b09f31","0.0","0.0","Participant 394",,,,,"A16850874"
"10/11/2022 12:47PM","10/11/2022 12:50PM","10/11/2022 09:00AM - 10/11/2022 9:59PM",175.131,"Yes","6345c7fcb940780b47b0b164","0.0","0.0","Participant 395",,,,,"A17573176"
"10/11/2022 2:34PM","10/11/2022 2:36PM","10/11/2022 09:00AM - 10/11/2022 9:59PM",120.161,"Yes","6345e11e8c20550b2bdae443","0.0","0.0","Participant 396",,,,,"A16664610"
"10/11/2022 5:55PM","10/11/2022 5:56PM","10/11/2022 09:00AM - 10/11/2022 9:59PM",88.946,"Yes","634610486d1ade0b44d42a8b","0.0","0.0","Participant 397",,,,,"A15898239"
"10/11/2022 9:20PM","10/11/2022 9:22PM","10/11/2022 09:00AM - 10/11/2022 9:59PM",114.74,"Yes","634640506d1ade0b44d48142","0.0","0.0","Participant 398",,,,,"A17338841"
"10/12/2022 09:42AM","10/12/2022 09:44AM","10/12/2022 09:00AM - 10/12/2022 9:59PM",74.022,"Yes","634665f1a7925a0b436779bf","0.0","0.0","Participant 400",,,,,"A17649984"
"10/12/2022 12:31PM","10/12/2022 12:32PM","10/12/2022 09:00AM - 10/12/2022 9:59PM",44.135,"Yes","634715efa7925a0b43689527","0.0","0.0","Participant 401",,,,,"A16891724"
"10/12/2022 3:22PM","10/12/2022 3:23PM","10/12/2022 09:00AM - 10/12/2022 9:59PM",109.366,"Yes","63473ddba7925a0b43690ed5","0.0","0.0","Participant 402",,,,,"A17416721"
"10/12/2022 5:59PM","10/12/2022 6:01PM","10/12/2022 09:00AM - 10/12/2022 9:59PM",137.326,"Yes","634762a06561860b31945599","0.0","0.0","Participant 403",,,,,"a16723581"
"10/12/2022 6:16PM","10/12/2022 6:16PM","10/12/2022 09:00AM - 10/12/2022 9:59PM",20.455,"Yes","634766d26561860b3194657c","0.0","0.0","Participant 404",,,,,"a15382361"
"10/13/2022 1:42PM","10/13/2022 1:42PM","10/13/2022 09:00AM - 10/13/2022 9:59PM",25.237,"Yes","6347d0c840dfa20b2b3a60e8","0.0","0.0","Participant 406",,,,,"A16681324"
"10/15/2022 2:51PM","10/15/2022 2:52PM","10/15/2022 09:00AM - 10/15/2022 9:59PM",24.43,"Yes","6347d0c840dfa20b2b3a60e8","0.0","0.0","Participant 406",,,,,"A16681324"
"10/14/2022 12:48PM","10/14/2022 12:49PM","10/14/2022 09:00AM - 10/14/2022 9:59PM",65.361,"Yes","6349bcd5c28db80b43e32028","0.0","0.0","Participant 409",,,,,"A17581915"
"10/14/2022 12:51PM","10/14/2022 12:52PM","10/14/2022 09:00AM - 10/14/2022 9:59PM",62.414,"Yes","6349bd91c28db80b43e32268","0.0","0.0","Participant 411",,,,,"A17640182"
"10/15/2022 6:39PM","10/15/2022 6:40PM","10/15/2022 09:00AM - 10/15/2022 9:59PM",70.278,"Yes","634b609b61f7740b3f2eeffd","0.0","0.0","Participant 413",,,,,"A16456998"
"10/16/2022 4:19PM","10/16/2022 4:20PM","10/16/2022 09:00AM - 10/16/2022 9:59PM",69.332,"Yes","634c9159f163e30b4381aa79","0.0","0.0","Participant 414",,,,,"A15769174"
"10/16/2022 8:42PM","10/16/2022 8:44PM","10/16/2022 09:00AM - 10/16/2022 9:59PM",72.253,"Yes","634ccf0f8817b40b478eeda3","0.0","0.0","Participant 415",,,,,"A17234020"
"10/17/2022 09:00AM","10/17/2022 09:02AM","10/17/2022 09:00AM - 10/17/2022 9:59PM",133.284,"Yes","634d793a5263f30b402358f9","0.0","0.0","Participant 417",,,,,"A15671319"
"10/17/2022 11:20AM","10/17/2022 11:21AM","10/17/2022 09:00AM - 10/17/2022 9:59PM",67.936,"Yes","634d9cce23bbd90b43af61cb","0.0","0.0","Participant 418",,,,,"A17554128"
"10/17/2022 11:49AM","10/17/2022 11:50AM","10/17/2022 09:00AM - 10/17/2022 9:59PM",46.63,"Yes","634da3a623bbd90b43af75a4","0.0","0.0","Participant 419",,,,,"A16322180"
"10/17/2022 3:08PM","10/17/2022 3:09PM","10/17/2022 09:00AM - 10/17/2022 9:59PM",67.689,"Yes","634dd227bfd3bf0b2f6ec97e","0.0","0.0","Participant 420",,,,,"A16628630"
"10/17/2022 7:51PM","10/17/2022 7:54PM","10/17/2022 09:00AM - 10/17/2022 9:59PM",171.144,"Yes","634e1446a013640b2cfe763e","0.0","0.0","Participant 421",,,,,"A17642936"
"10/17/2022 7:55PM","10/17/2022 7:57PM","10/17/2022 09:00AM - 10/17/2022 9:59PM",127.983,"Yes","634e1518a013640b2cfe7ab3","0.0","0.0","Participant 422",,,,,"A16466607"
"10/18/2022 2:57PM","10/18/2022 2:57PM","10/18/2022 09:00AM - 10/18/2022 9:59PM",46.149,"Yes","634f210ffe5bdd0b4700b58b","0.0","0.0","Participant 423",,,,,"A17579604"
"10/18/2022 4:30PM","10/18/2022 4:32PM","10/18/2022 09:00AM - 10/18/2022 9:59PM",117.067,"Yes","634f35f3c8621e0b2c4059e5","0.0","0.0","Participant 424",,,,,"A17656573"
"10/19/2022 1:31PM","10/19/2022 1:33PM","10/19/2022 09:00AM - 10/19/2022 9:59PM",105.361,"Yes","63505e91f601380b44565061","0.0","0.0","Participant 426",,,,,"A17567012"
"10/19/2022 4:01PM","10/19/2022 4:04PM","10/19/2022 09:00AM - 10/19/2022 9:59PM",153.584,"Yes","63508189f601380b4456a196","0.0","0.0","Participant 427",,,,,"A17215514"
"10/20/2022 09:08AM","10/20/2022 09:11AM","10/20/2022 09:00AM - 10/20/2022 9:59PM",156.077,"Yes","63517238446f650b44ea60c6","0.0","0.0","Participant 429",,,,,"A17213369"
"10/20/2022 1:43PM","10/20/2022 1:44PM","10/20/2022 09:00AM - 10/20/2022 9:59PM",60.753,"Yes","6351b2cc84e1310b2ffabee0",,,"Participant 430",,,,,"A17349542"
"10/20/2022 2:34PM","10/20/2022 2:36PM","10/20/2022 09:00AM - 10/20/2022 9:59PM",107.674,"Yes","6351beb084e1310b2ffad69a","0.0","0.0","Participant 431",,,,,"A16936264"
"10/20/2022 7:53PM","10/20/2022 7:54PM","10/20/2022 09:00AM - 10/20/2022 9:59PM",73.526,"Yes","6352093931a4cf0b2ac1a0ac","0.0","0.0","Participant 432",,,,,"A16883587"
"10/20/2022 9:06PM","10/20/2022 9:08PM","10/20/2022 09:00AM - 10/20/2022 9:59PM",83.867,"Yes","63521aaa31a4cf0b2ac1c3e9","0.0","0.0","Participant 433",,,,,"A16292556"
"10/21/2022 4:41PM","10/21/2022 4:42PM","10/21/2022 09:00AM - 10/21/2022 9:59PM",46.103,"Yes","63532dffef00220b2d339054","0.0","0.0","Participant 436",,,,,"A16559275"
"10/21/2022 5:03PM","10/21/2022 5:06PM","10/21/2022 09:00AM - 10/21/2022 9:59PM",198.713,"Yes","63533297ef00220b2d339a43","0.0","0.0","Participant 437",,,,,"A15876742"
"10/21/2022 8:43PM","10/21/2022 8:44PM","10/21/2022 09:00AM - 10/21/2022 9:59PM",53.949,"Yes","635366b1962aeb0b306a37b7","0.0","0.0","Participant 438",,,,,"A1659711"
"10/22/2022 2:35PM","10/22/2022 2:37PM","10/22/2022 09:00AM - 10/22/2022 9:59PM",106.036,"Yes","635461ed17ceaa12b3c467c3","0.0","0.0","Participant 439",,,,,"A16654211"
"10/22/2022 2:58PM","10/22/2022 3:00PM","10/22/2022 09:00AM - 10/22/2022 9:59PM",128.902,"Yes","6354673317ceaa12b3c46e6c","0.0","0.0","Participant 440",,,,,"A15792351"
"10/22/2022 6:01PM","10/22/2022 6:02PM","10/22/2022 09:00AM - 10/22/2022 9:59PM",72.739,"Yes","6354923c08cd150b4779242a","0.0","0.0","Participant 441",,,,,"A17176978"
"10/22/2022 6:47PM","10/22/2022 6:47PM","10/22/2022 09:00AM - 10/22/2022 9:59PM",24.84,"Yes","63549d017fa1d10b482f513e","0.0","0.0","Participant 442",,,,,"A17156979"
"10/23/2022 12:41PM","10/23/2022 12:42PM","10/23/2022 09:00AM - 10/23/2022 9:59PM",54.161,"Yes","635598c3723fc70b46f5163a",,,"Participant 443",,,,,"A17302026"
"10/23/2022 3:18PM","10/23/2022 3:19PM","10/23/2022 09:00AM - 10/23/2022 9:59PM",66.51,"Yes","6355bd63f265e90b443611ac","0.0","0.0","Participant 444",,,,,"A17125435"
"10/23/2022 4:06PM","10/23/2022 4:06PM","10/23/2022 09:00AM - 10/23/2022 9:59PM",31.377,"Yes","6355c8b8f265e90b44362a50",,,"Participant 445",,,,,"16394345"
"10/23/2022 4:07PM","10/23/2022 4:07PM","10/23/2022 09:00AM - 10/23/2022 9:59PM",35.703,"Yes","6355c8f3f265e90b44362aba","0.0","0.0","Participant 446",,,,,"A16232804"
"10/23/2022 4:37PM","10/23/2022 4:39PM","10/23/2022 09:00AM - 10/23/2022 9:59PM",121.106,"Yes","6355cfdaf265e90b44363635","0.0","0.0","Participant 447",,,,,"15923502"
"10/23/2022 6:56PM","10/23/2022 6:58PM","10/23/2022 09:00AM - 10/23/2022 9:59PM",104.123,"Yes","6355f0bc323e7a0b42bf5e66","0.0","0.0","Participant 448",,,,,"A16129489"
